,id,date,price,bedrooms,bathrooms,sqft_living,floors,condition,sqft_above,sqft_basement,lat,sqft_living15,grade_int
89,3869900162,2014-09-04,335000.0,2,1.75,1030,2.0,Average,765,265.0,47.5394,1030,7
90,2791500270,2014-05-22,243500.0,4,2.5,1980,2.0,Average,1980,0.0,47.2897,1980,7
91,5036300431,2015-03-11,1100000.0,5,2.75,3520,2.0,Good,3520,0.0,47.6506,2520,10
92,4168000060,2015-02-26,153000.0,3,1.0,1200,1.0,Average,1200,0.0,47.322,1350,7
93,6021501535,2014-07-25,430000.0,3,1.5,1580,1.0,Average,1290,290.0,47.687,1570,8
94,6021501535,2014-12-23,700000.0,3,1.5,1580,1.0,Average,1290,290.0,47.687,1570,8
95,1483300570,2014-09-08,905000.0,4,2.5,3300,1.0,Average,2390,910.0,47.5873,1950,7
96,3422049190,2015-03-30,247500.0,3,1.75,1960,1.0,Average,1960,0.0,47.3576,1750,7
97,1099611230,2014-09-12,199000.0,4,1.5,1160,1.0,Good,1160,0.0,47.3036,1160,7
98,722079104,2014-07-11,314000.0,3,1.75,1810,1.0,Very Good,1210,600.0,47.4109,1650,7
99,7338200240,2014-05-16,437500.0,3,2.5,2320,2.0,Average,2320,0.0,47.4838,2550,9
100,1952200240,2014-06-11,850830.0,3,2.5,2070,1.5,Very Good,1270,800.0,47.6415,2200,9
101,5200100125,2014-10-27,555000.0,3,2.0,1980,1.5,Good,1440,540.0,47.6775,1610,7
102,7214720075,2014-12-12,699950.0,3,2.25,2190,2.0,Good,2190,0.0,47.7731,2570,8
103,2450000295,2014-10-07,1090000.0,3,2.5,2920,2.0,Average,2920,0.0,47.5814,2370,8
104,6197800045,2014-09-24,290000.0,3,1.0,1210,1.0,Average,1210,0.0,47.4375,1640,7
105,1328310370,2015-04-02,375000.0,3,2.5,2340,1.0,Good,1460,880.0,47.4431,2250,8
106,546000875,2014-05-23,460000.0,3,1.0,1670,1.5,Good,1170,500.0,47.6878,1240,7
107,3530510041,2014-07-23,188500.0,2,1.75,1240,1.0,Good,1240,0.0,47.3813,1270,8
108,1853000400,2015-03-05,680000.0,4,2.5,3140,2.0,Good,3140,0.0,47.7304,2990,10
109,3134100116,2014-08-27,470000.0,5,1.75,2030,2.0,Good,2030,0.0,47.6417,2500,7
110,9545230140,2014-07-25,597750.0,4,2.5,2310,2.0,Average,2310,0.0,47.5386,1940,8
111,3362400511,2015-03-04,570000.0,3,1.75,1260,1.0,Very Good,700,560.0,47.6823,1380,6
112,2525310310,2014-09-16,272500.0,3,1.75,1540,1.0,Good,1160,?,47.3624,1540,7
113,6126500060,2014-11-24,329950.0,3,1.75,2080,1.0,Average,1080,1000.0,47.5474,2090,7
114,8961960160,2014-10-28,480000.0,4,2.5,3230,2.0,Average,2520,710.0,47.3183,2640,9
115,3626039325,2014-11-21,740500.0,3,3.5,4380,2.0,Average,2780,?,47.6981,1830,8
116,3362400431,2014-06-26,518500.0,3,3.5,1590,3.0,Average,1590,0.0,47.6824,1620,8
117,4060000240,2014-06-23,205425.0,2,1.0,880,1.0,Good,880,0.0,47.5009,1190,6
118,3454800060,2015-01-08,171800.0,4,2.0,1570,1.0,Average,1570,0.0,47.4965,1880,6
119,1695900060,2015-05-11,535000.0,4,1.0,1610,1.5,Good,1610,0.0,47.587,1610,7
120,7278700070,2015-01-02,660000.0,3,2.5,2400,1.0,Average,1560,840.0,47.7728,2340,8
121,6675500070,2014-11-19,391500.0,3,2.0,1450,1.0,Average,1450,0.0,47.7288,1580,7
122,3626039187,2015-04-06,395000.0,2,1.0,770,1.0,Average,770,0.0,47.6999,1710,6
123,3524049083,2014-11-04,445000.0,4,1.75,2100,1.5,Very Good,1720,380.0,47.5299,1850,7
124,3275860240,2014-06-18,770000.0,3,2.25,2910,2.0,Average,2910,0.0,47.6897,2700,9
125,4389200955,2015-03-02,1450000.0,4,2.75,2750,1.5,Average,1980,770.0,47.6141,3060,8
126,4058801670,2014-07-17,445000.0,3,2.25,2100,1.0,Average,1620,480.0,47.5091,2660,8
127,8732020310,2014-07-17,260000.0,4,2.25,2160,1.0,Average,1360,800.0,47.3129,2090,8
128,2331300505,2014-06-13,822500.0,5,3.5,2320,2.0,Very Good,1720,600.0,47.6763,1700,7
129,7853210060,2015-04-06,430000.0,4,2.5,2070,2.0,Average,2070,0.0,47.5319,1970,7
130,3668000070,2015-01-05,212000.0,3,1.75,1060,1.0,Good,1060,0.0,47.2761,1420,7
131,9545240070,2015-04-28,660500.0,4,2.25,2010,1.0,Average,1440,570.0,47.5343,2060,8
132,1243100136,2014-06-12,784000.0,3,3.5,3950,1.5,Average,2460,1490.0,47.697,2480,9
133,8929000270,2014-05-12,453246.0,3,2.5,2010,2.0,Average,1390,620.0,47.5517,1690,8
134,2767602356,2015-01-26,675000.0,4,3.5,2140,3.0,Average,2140,0.0,47.6734,1540,9
135,921049315,2014-08-13,199000.0,3,1.75,1320,1.0,Good,1320,0.0,47.3257,1550,7
136,3655000070,2014-08-05,220000.0,4,1.75,2020,1.0,Average,1010,1010.0,47.3309,1750,7
137,4027700812,2014-05-29,452000.0,4,2.25,2590,1.0,Good,1340,1250.0,47.7689,1550,8
138,3992700335,2014-07-07,382500.0,2,1.0,1190,1.0,Average,1190,0.0,47.7135,1060,6
139,2767603505,2014-05-07,519950.0,3,2.25,1170,3.0,Average,1170,0.0,47.6722,1350,8
140,4232901525,2014-06-27,665000.0,2,1.0,1110,1.0,Average,1110,0.0,47.6338,1170,7
141,1777500060,2014-07-08,527700.0,5,2.5,2820,1.0,Good,1550,1270.0,47.5707,2820,8
142,1432900240,2015-05-08,205000.0,3,1.0,1610,1.0,Good,1010,600.0,47.4563,1610,7
143,6140100875,2015-04-15,420000.0,3,1.0,1060,1.0,Good,940,120.0,47.7144,1560,7
144,6071600370,2015-02-27,500000.0,4,2.25,2030,1.0,Good,1380,650.0,47.5495,2230,8
145,1526069017,2014-12-03,921500.0,4,2.5,3670,2.0,Good,3670,0.0,47.7421,2840,9
146,809001525,2014-06-25,890000.0,4,1.0,2550,2.0,Average,2370,180.0,47.6354,2200,8
147,3224079105,2014-08-06,430000.0,2,2.5,2420,2.0,Average,2420,0.0,47.5262,1940,7
148,8075400570,2014-10-30,258000.0,5,2.0,2260,1.0,Good,1130,1130.0,47.3887,1360,8
149,1994200024,2014-11-04,511000.0,3,1.0,1430,1.0,Average,980,450.0,47.6873,1450,7
150,3362900810,2014-08-20,532170.0,3,2.0,1360,2.0,Average,1360,0.0,47.6838,1500,8
151,1324300398,2015-04-09,560000.0,3,1.0,1110,1.5,Average,1110,0.0,47.655,1420,7
152,537000445,2015-03-31,282950.0,3,1.0,1250,1.0,Good,1250,0.0,47.3255,1680,7
153,7855801670,2015-04-01,2250000.0,4,3.25,5180,2.0,Average,3540,1640.0,47.562,3160,12
154,7920100045,2014-05-16,350000.0,1,1.0,700,1.0,Average,700,0.0,47.679,1010,7
155,8960000030,2014-07-28,215000.0,3,1.0,1180,1.0,Good,1180,0.0,47.4479,1190,7
156,6388930390,2014-11-20,650000.0,5,3.5,3960,2.0,Average,2500,1460.0,47.525,2640,9
157,8731900200,2014-08-07,320000.0,4,2.75,2640,1.0,Average,1620,1020.0,47.3135,1980,8
158,8029200135,2014-11-13,247000.0,3,2.0,1270,1.5,Average,1270,0.0,47.2086,1160,7
159,1081200350,2014-10-03,320000.0,4,1.75,1760,1.0,Good,1760,0.0,47.4715,1730,8
160,84000105,2014-05-07,255000.0,5,2.25,2060,1.0,Average,1030,1030.0,47.4877,1010,7
161,3756500060,2015-03-09,438000.0,3,1.75,1780,1.0,Average,1780,0.0,47.7171,1200,7
162,7215720160,2015-03-04,900000.0,3,2.5,3400,2.0,Average,3400,0.0,47.6012,3400,10
163,3574800520,2014-06-20,441000.0,3,2.75,1910,1.0,Average,1160,750.0,47.7319,1710,7
164,2617300160,2014-08-12,420000.0,3,2.0,2020,1.0,Good,1010,1010.0,47.4582,2110,7
165,2558660270,2014-12-08,370000.0,3,1.75,1580,1.0,Average,1180,400.0,47.7209,1640,7
166,2009000370,2015-02-19,269950.0,2,1.75,1340,1.0,Very Good,700,640.0,47.408,1830,5
167,1836980160,2015-03-24,807100.0,4,2.5,2680,2.0,Average,2680,0.0,47.565,2920,9
168,3261020370,2014-06-05,653000.0,3,2.5,2680,1.0,Good,1610,1070.0,47.7028,2480,8
169,1755700060,2014-06-11,371500.0,3,2.0,1370,1.0,Very Good,1370,0.0,47.7458,1770,7
170,4330600435,2015-03-16,284000.0,3,1.75,1560,1.0,Average,1560,0.0,47.4776,1070,7
171,9542800700,2015-01-02,272000.0,3,1.75,2160,1.0,Good,1670,490.0,47.3026,1930,7
172,1999700045,2014-05-02,313000.0,3,1.5,1340,1.5,Average,1340,0.0,47.7658,1480,7
173,1762600070,2015-01-16,917500.0,4,2.5,3880,2.0,Average,2570,1310.0,47.6477,3740,10
174,1687900520,2014-09-29,673000.0,4,2.25,2590,2.0,Good,2590,0.0,47.5619,2260,8
175,7234600798,2015-02-10,425000.0,3,2.5,1120,2.0,Average,820,300.0,47.6106,1590,8
176,3881900445,2014-07-09,399950.0,5,2.75,1970,1.0,Average,1320,650.0,47.5868,1280,7
177,2254502445,2014-05-30,385000.0,3,1.0,1220,1.0,Average,1220,0.0,47.6101,1200,6
178,5437810320,2014-11-17,269950.0,3,1.5,1950,1.0,Good,1320,630.0,47.1976,1950,7
179,9158100075,2015-01-07,330000.0,2,1.0,1350,1.0,Average,1060,290.0,47.7224,1540,7
180,3830630310,2014-07-25,260000.0,3,2.5,1670,2.0,Average,1670,0.0,47.3505,1670,7
181,8123100045,2015-04-14,470000.0,4,3.0,2380,1.5,Good,1680,700.0,47.5384,1410,7
182,3127200041,2014-06-13,589000.0,4,3.0,2440,2.0,Very Good,2440,0.0,47.7044,2290,7
183,6661200320,2014-07-23,163500.0,2,1.5,1050,2.0,Average,1050,0.0,47.3848,1050,7
184,11510310,2014-09-05,835000.0,4,2.75,3130,2.0,Average,2140,990.0,47.6993,2260,9
185,825059270,2014-11-21,1100000.0,5,3.0,4090,1.0,Good,2090,2000.0,47.6627,2540,10
186,8731951370,2015-04-15,269000.0,4,1.75,1490,1.0,Good,1100,390.0,47.3099,2190,8
187,1954440060,2014-05-05,560000.0,3,2.5,1900,2.0,Average,1900,0.0,47.62,2030,8
188,2264500350,2015-04-18,615000.0,4,1.0,1330,1.5,Good,1330,0.0,47.65,1330,6
189,1115810060,2014-12-05,585188.0,3,2.25,2230,1.0,Average,1430,800.0,47.6647,2230,8
190,9477200200,2014-08-18,305000.0,3,1.75,1650,1.0,Average,1220,430.0,47.726000000000006,1540,7
191,1432600560,2014-11-05,166950.0,3,1.0,1190,1.0,Average,1190,0.0,47.4616,1230,6
192,2287000060,2014-09-12,799000.0,3,2.5,2140,1.0,Good,2140,0.0,47.5505,2680,8
193,3663500060,2014-06-25,400000.0,3,2.5,2180,1.0,Good,1420,760.0,47.7606,1900,7
194,3996900125,2014-12-01,230000.0,3,1.0,1060,1.0,Average,1060,0.0,47.7481,1570,7
195,7796450200,2014-05-15,256883.0,3,2.5,1690,2.0,Average,1690,0.0,47.2779,2550,8
196,7549802535,2014-11-11,423000.0,4,2.0,1970,1.5,Very Good,1130,840.0,47.5511,1500,7
197,3278600320,2014-07-23,465000.0,3,2.5,2150,2.0,Average,2150,0.0,47.5488,1750,8
198,2824079053,2015-01-13,440000.0,3,2.5,1910,2.0,Average,1910,0.0,47.5385,2330,7
199,1222069094,2014-10-14,385000.0,3,1.75,1350,1.0,Good,1350,0.0,47.4058,1560,7
200,3542300060,2015-03-11,210000.0,3,1.0,860,1.0,Good,860,0.0,47.5093,1300,6
201,2222059065,2014-11-12,297000.0,3,2.5,1940,2.0,Average,1940,0.0,47.3777,2030,8
202,7551300060,2014-07-16,470000.0,3,1.0,1010,1.0,Average,1010,0.0,47.675,1680,7
203,100600550,2014-08-04,226500.0,3,1.5,1300,1.0,Good,900,400.0,47.3025,1430,7
204,3211100860,2015-03-03,274250.0,3,1.0,910,1.0,Good,910,0.0,47.4787,1400,6
205,3456000310,2014-08-04,840000.0,4,1.75,2480,1.0,Good,1630,850.0,47.5378,2770,9
206,9526600140,2014-09-19,677900.0,3,2.5,2440,2.0,Average,2440,0.0,47.7073,2750,8
207,7465900060,2015-02-05,425000.0,3,1.0,1010,1.0,Average,1010,0.0,47.5733,1290,7
208,1222000055,2014-11-23,180250.0,2,0.75,900,1.0,Average,900,0.0,47.4604,1250,6
209,6300000550,2014-07-17,464000.0,6,3.0,2300,2.0,Average,1600,700.0,47.7067,1560,7
210,2310030510,2015-04-22,320000.0,4,2.25,1550,2.0,Average,1550,0.0,47.354,1630,8
211,1025049114,2014-07-17,625504.0,3,2.25,1270,2.0,Average,1060,210.0,47.6647,1160,8
212,8677300550,2014-05-15,592500.0,4,2.5,2240,1.0,Average,2240,0.0,47.6143,2520,9
213,4014400292,2015-01-14,465000.0,3,2.5,2714,2.0,Average,2714,0.0,47.3185,2590,9
214,1102000196,2014-05-27,477000.0,4,2.75,1720,2.0,Average,1720,0.0,47.5458,2130,8
215,257000138,2015-01-15,280000.0,2,1.0,850,1.0,Average,850,0.0,47.4889,1100,6
216,46100204,2015-02-21,1510000.0,5,3.0,3300,1.0,Average,1870,1430.0,47.5673,3836,9
217,1909600046,2014-07-03,445838.0,3,2.5,2250,2.0,Average,2250,?,47.5133,1320,8
218,1250202145,2014-08-28,1070000.0,2,2.25,3900,1.0,Average,1950,1950.0,47.5884,2580,8
219,7611200125,2014-10-23,467000.0,2,1.5,1320,1.0,Good,1320,0.0,47.7145,2120,8
220,5611500140,2014-08-22,686000.0,4,2.5,2760,2.0,Average,2760,0.0,47.5836,3070,10
221,7138000260,2014-06-05,279950.0,3,2.0,1750,1.0,Average,1350,400.0,47.398,1900,7
222,626059335,2014-09-04,527000.0,4,2.25,2330,2.0,Average,2330,0.0,47.7663,1910,8
223,1922059282,2014-09-18,325000.0,3,2.25,2220,1.0,Good,1780,440.0,47.3758,2080,8
224,705700390,2014-09-03,328000.0,3,2.25,2020,2.0,Average,2020,0.0,47.3828,2020,7
225,7454001200,2014-06-04,390000.0,3,2.25,1250,1.0,Very Good,1250,0.0,47.5123,1280,7
226,8682281200,2015-03-09,479950.0,2,2.0,1510,1.0,Average,1510,0.0,47.7076,1640,8
227,7972000200,2014-05-29,264950.0,4,2.25,1720,1.0,Good,1120,600.0,47.2922,1510,7
228,722059070,2015-01-15,235000.0,3,1.0,1430,1.0,Good,980,450.0,47.4075,1960,7
229,7202340400,2015-03-03,516500.0,3,2.5,1480,2.0,Average,1480,0.0,47.6794,2250,7
230,8096000060,2015-04-13,655000.0,2,1.75,1450,2.0,Average,1230,220.0,47.4497,2030,7
231,2424000060,2014-06-16,500000.0,4,2.75,2280,1.0,Very Good,2280,0.0,47.5218,2280,7
232,9264902050,2014-11-21,315000.0,6,2.75,2940,1.0,Average,1780,1160.0,47.3103,2120,8
233,943100260,2014-11-20,213000.0,2,1.0,1000,1.0,Average,1000,0.0,47.5687,1150,6
234,3677400445,2014-09-02,475000.0,3,1.5,2480,1.5,Very Good,1620,860.0,47.5575,2090,7
235,1762600320,2014-06-10,1030000.0,5,4.0,3760,2.0,Average,3760,0.0,47.6489,3430,10
236,4058000060,2015-04-09,416000.0,3,2.0,2220,1.0,Very Good,1640,580.0,47.3459,2070,7
237,7228500560,2015-03-20,410000.0,4,1.0,1970,1.5,Average,1670,300.0,47.6136,1510,7
238,326069104,2014-07-01,800000.0,3,3.5,3830,2.0,Average,3530,300.0,47.7641,2920,10
239,5152100060,2014-05-29,472000.0,6,2.5,4410,1.0,Good,2350,2060.0,47.3376,2600,9
240,3584000310,2014-12-08,225000.0,3,1.75,1430,1.0,Good,1430,0.0,47.3173,1190,7
241,8150100045,2014-10-01,210000.0,2,1.0,830,1.0,Average,830,0.0,47.5308,830,6
242,1868901275,2015-01-27,455000.0,2,1.0,1430,1.5,Fair,1430,0.0,47.6727,1450,7
243,6131600075,2015-04-27,225000.0,3,1.0,1300,1.0,Good,1300,0.0,47.3221,1260,6
244,9468200125,2014-08-26,480000.0,2,1.0,1030,1.0,Good,790,240.0,47.6779,1390,7
245,8029510030,2015-02-12,363000.0,3,2.5,2740,2.0,Average,2740,0.0,47.3076,2570,9
246,2025069065,2014-09-29,2400000.0,4,2.5,3650,1.0,Average,1830,1820.0,47.6338,3120,9
247,7899800890,2015-02-26,181000.0,2,1.5,720,1.0,Average,720,0.0,47.5218,1150,6
248,3021059276,2015-03-14,250000.0,4,2.0,2010,1.0,Good,2010,0.0,47.2785,2010,7
249,3797001895,2015-04-22,481000.0,3,1.75,1560,1.0,Good,770,790.0,47.6846,1390,6
250,3832710960,2014-09-23,260000.0,3,2.0,1810,1.0,Good,1240,570.0,47.3656,1750,7
251,1310430400,2014-05-13,455000.0,4,2.5,3360,2.0,Average,3360,0.0,47.4369,3060,9
252,1422300030,2015-04-01,415000.0,3,2.25,1510,2.0,Average,1510,0.0,47.4616,1730,8
253,1105000588,2015-04-21,349500.0,3,1.0,1400,1.0,Average,800,600.0,47.5405,1620,7
254,3830630060,2014-09-29,245000.0,3,2.5,1730,2.0,Average,1730,0.0,47.3507,1630,7
255,5101404898,2014-05-19,592500.0,2,2.0,1420,1.5,Very Good,1420,0.0,47.6979,1420,7
256,7972601890,2014-10-20,385000.0,4,1.75,2360,1.0,Good,1180,1180.0,47.5278,1910,7
257,5127001620,2015-02-11,315000.0,3,1.75,1580,1.0,Good,1200,380.0,47.4756,1550,7
258,9407100800,2014-11-24,255000.0,3,1.0,1230,1.0,Average,1230,0.0,47.4437,1380,7
259,1873100060,2014-08-29,693000.0,4,2.5,2460,2.0,Average,2460,0.0,47.7048,2990,8
260,8722101360,2014-12-02,780000.0,3,1.0,1660,1.5,Average,1460,200.0,47.6362,1660,8
261,8644000060,2014-10-24,237000.0,3,1.75,1270,1.0,Good,1270,0.0,47.4207,1600,7
262,3325069129,2014-12-16,525000.0,3,2.25,2100,2.0,Average,1320,780.0,47.6154,2380,10
263,1400300055,2015-04-28,425000.0,2,1.0,770,1.0,Average,770,0.0,47.5964,1330,5
264,2123039032,2014-10-27,369900.0,1,0.75,760,1.0,Very Good,760,0.0,47.4683,1230,5
265,8078560140,2014-05-19,290000.0,4,2.5,1700,2.0,Good,1700,0.0,47.4045,1950,7
266,3438500192,2014-09-29,285000.0,3,1.0,1120,1.0,Average,1120,0.0,47.5544,1130,7
