,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,sqft_above,sqft_basement,yr_built,condition_Fair,condition_Good,condition_Poor,condition_Very Good,zip_category_Urban,grade_int_11,grade_int_12,grade_int_13,grade_int_3,grade_int_4,grade_int_5,grade_int_6,grade_int_7,grade_int_8,grade_int_9
77,2391600320,2015-04-20,480000.0,3,1.0,1040,5060,1.0,1040,0,1941,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
78,6300000287,2014-06-09,410000.0,3,1.0,1410,5060,1.0,910,0,1956,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
79,1531000030,2015-03-23,720000.0,4,2.5,3450,39683,2.0,3450,0,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,5104520400,2014-12-02,390000.0,3,2.5,2350,5100,2.0,2350,0,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
81,7437100340,2014-12-22,360000.0,4,2.5,1900,5889,2.0,1900,0,1992,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
82,9418400240,2014-10-28,355000.0,2,1.0,2020,6720,1.0,1010,0,1948,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
83,1523059105,2015-01-28,356000.0,3,1.5,1680,8712,1.0,1680,0,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
84,1133000671,2014-06-02,315000.0,3,1.0,960,6634,1.0,960,0,1952,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
85,4232902595,2014-11-14,940000.0,3,1.5,2140,3600,2.0,1900,0,1925,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
86,2599001200,2014-11-03,305000.0,5,2.25,2660,8400,1.5,2660,0,1961,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
87,3342103156,2014-06-18,461000.0,3,3.25,2770,6278,2.0,1980,0,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,1332700270,2014-05-19,215000.0,2,2.25,1610,2040,2.0,1610,0,1979,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
89,3869900162,2014-09-04,335000.0,2,1.75,1030,1066,2.0,765,0,2006,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
90,2791500270,2014-05-22,243500.0,4,2.5,1980,7403,2.0,1980,0,1988,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
91,5036300431,2015-03-11,1100000.0,5,2.75,3520,6353,2.0,3520,0,2001,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
92,4168000060,2015-02-26,153000.0,3,1.0,1200,10500,1.0,1200,0,1962,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
93,6021501535,2014-07-25,430000.0,3,1.5,1580,5000,1.0,1290,0,1939,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
94,6021501535,2014-12-23,700000.0,3,1.5,1580,5000,1.0,1290,0,1939,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
95,1483300570,2014-09-08,905000.0,4,2.5,3300,10250,1.0,2390,0,1946,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
96,3422049190,2015-03-30,247500.0,3,1.75,1960,15681,1.0,1960,0,1967,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
97,1099611230,2014-09-12,199000.0,4,1.5,1160,6400,1.0,1160,0,1975,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
98,722079104,2014-07-11,314000.0,3,1.75,1810,41800,1.0,1210,0,1980,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
99,7338200240,2014-05-16,437500.0,3,2.5,2320,36847,2.0,2320,0,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,1952200240,2014-06-11,850830.0,3,2.5,2070,13241,1.5,1270,0,1910,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
101,5200100125,2014-10-27,555000.0,3,2.0,1980,3478,1.5,1440,0,1929,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
102,7214720075,2014-12-12,699950.0,3,2.25,2190,107593,2.0,2190,0,1983,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
103,2450000295,2014-10-07,1090000.0,3,2.5,2920,8113,2.0,2920,0,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
104,6197800045,2014-09-24,290000.0,3,1.0,1210,33919,1.0,1210,0,1954,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
105,1328310370,2015-04-02,375000.0,3,2.5,2340,10005,1.0,1460,0,1978,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
106,546000875,2014-05-23,460000.0,3,1.0,1670,4005,1.5,1170,0,1939,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
107,3530510041,2014-07-23,188500.0,2,1.75,1240,2493,1.0,1240,0,1985,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
108,1853000400,2015-03-05,680000.0,4,2.5,3140,28037,2.0,3140,0,1991,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
109,3134100116,2014-08-27,470000.0,5,1.75,2030,12342,2.0,2030,0,1942,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,9545230140,2014-07-25,597750.0,4,2.5,2310,9624,2.0,2310,0,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
111,3362400511,2015-03-04,570000.0,3,1.75,1260,3328,1.0,700,0,1905,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
112,2525310310,2014-09-16,272500.0,3,1.75,1540,12600,1.0,1160,0,1980,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
113,6126500060,2014-11-24,329950.0,3,1.75,2080,5969,1.0,1080,0,1971,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
114,8961960160,2014-10-28,480000.0,4,2.5,3230,16171,2.0,2520,0,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
115,3626039325,2014-11-21,740500.0,3,3.5,4380,6350,2.0,2780,0,1900,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
116,3362400431,2014-06-26,518500.0,3,3.5,1590,1102,3.0,1590,0,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
117,4060000240,2014-06-23,205425.0,2,1.0,880,6780,1.0,880,0,1945,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
118,3454800060,2015-01-08,171800.0,4,2.0,1570,9600,1.0,1570,0,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
119,1695900060,2015-05-11,535000.0,4,1.0,1610,2982,1.5,1610,0,1925,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
120,7278700070,2015-01-02,660000.0,3,2.5,2400,6474,1.0,1560,0,1964,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
121,6675500070,2014-11-19,391500.0,3,2.0,1450,9132,1.0,1450,0,1987,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
122,3626039187,2015-04-06,395000.0,2,1.0,770,6000,1.0,770,0,1953,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
123,3524049083,2014-11-04,445000.0,4,1.75,2100,4400,1.5,1720,0,1924,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
124,3275860240,2014-06-18,770000.0,3,2.25,2910,10204,2.0,2910,0,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
125,4389200955,2015-03-02,1450000.0,4,2.75,2750,17789,1.5,1980,0,1914,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
126,4058801670,2014-07-17,445000.0,3,2.25,2100,8201,1.0,1620,0,1967,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
127,8732020310,2014-07-17,260000.0,4,2.25,2160,8811,1.0,1360,0,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
128,2331300505,2014-06-13,822500.0,5,3.5,2320,4960,2.0,1720,0,1926,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
129,7853210060,2015-04-06,430000.0,4,2.5,2070,4310,2.0,2070,0,2004,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
130,3668000070,2015-01-05,212000.0,3,1.75,1060,7875,1.0,1060,0,1986,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
131,9545240070,2015-04-28,660500.0,4,2.25,2010,9603,1.0,1440,0,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
132,1243100136,2014-06-12,784000.0,3,3.5,3950,111078,1.5,2460,0,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
133,8929000270,2014-05-12,453246.0,3,2.5,2010,2287,2.0,1390,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
134,2767602356,2015-01-26,675000.0,4,3.5,2140,2278,3.0,2140,0,2005,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
135,921049315,2014-08-13,199000.0,3,1.75,1320,17390,1.0,1320,0,1956,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
136,3655000070,2014-08-05,220000.0,4,1.75,2020,7840,1.0,1010,0,1968,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
137,4027700812,2014-05-29,452000.0,4,2.25,2590,10002,1.0,1340,0,1968,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
138,3992700335,2014-07-07,382500.0,2,1.0,1190,4440,1.0,1190,0,1981,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
139,2767603505,2014-05-07,519950.0,3,2.25,1170,1249,3.0,1170,0,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
140,4232901525,2014-06-27,665000.0,2,1.0,1110,3200,1.0,1110,0,1925,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
141,1777500060,2014-07-08,527700.0,5,2.5,2820,9375,1.0,1550,0,1968,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
142,1432900240,2015-05-08,205000.0,3,1.0,1610,8579,1.0,1010,0,1962,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
143,6140100875,2015-04-15,420000.0,3,1.0,1060,8097,1.0,940,0,1923,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
144,6071600370,2015-02-27,500000.0,4,2.25,2030,8517,1.0,1380,0,1961,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
145,1526069017,2014-12-03,921500.0,4,2.5,3670,315374,2.0,3670,0,1994,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
146,809001525,2014-06-25,890000.0,4,1.0,2550,4000,2.0,2370,0,1905,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
147,3224079105,2014-08-06,430000.0,2,2.5,2420,60984,2.0,2420,0,2007,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
148,8075400570,2014-10-30,258000.0,5,2.0,2260,12500,1.0,1130,0,1960,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
149,1994200024,2014-11-04,511000.0,3,1.0,1430,3455,1.0,980,0,1947,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
150,3362900810,2014-08-20,532170.0,3,2.0,1360,3090,2.0,1360,0,1990,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
151,1324300398,2015-04-09,560000.0,3,1.0,1110,5000,1.5,1110,0,1947,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
152,537000445,2015-03-31,282950.0,3,1.0,1250,8200,1.0,1250,0,1954,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
153,7855801670,2015-04-01,2250000.0,4,3.25,5180,19850,2.0,3540,0,2006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
154,7920100045,2014-05-16,350000.0,1,1.0,700,5100,1.0,700,0,1942,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
155,8960000030,2014-07-28,215000.0,3,1.0,1180,7669,1.0,1180,0,1967,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
156,6388930390,2014-11-20,650000.0,5,3.5,3960,25245,2.0,2500,0,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
157,8731900200,2014-08-07,320000.0,4,2.75,2640,7500,1.0,1620,0,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
158,8029200135,2014-11-13,247000.0,3,2.0,1270,7198,1.5,1270,0,1916,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
159,1081200350,2014-10-03,320000.0,4,1.75,1760,11180,1.0,1760,0,1968,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
160,84000105,2014-05-07,255000.0,5,2.25,2060,8632,1.0,1030,0,1962,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
161,3756500060,2015-03-09,438000.0,3,1.75,1780,9660,1.0,1780,0,1962,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
162,7215720160,2015-03-04,900000.0,3,2.5,3400,16603,2.0,3400,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,3574800520,2014-06-20,441000.0,3,2.75,1910,7280,1.0,1160,0,1979,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
164,2617300160,2014-08-12,420000.0,3,2.0,2020,38332,1.0,1010,0,1975,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
165,2558660270,2014-12-08,370000.0,3,1.75,1580,7000,1.0,1180,0,1976,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
166,2009000370,2015-02-19,269950.0,2,1.75,1340,7250,1.0,700,0,1949,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
167,1836980160,2015-03-24,807100.0,4,2.5,2680,4499,2.0,2680,0,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
168,3261020370,2014-06-05,653000.0,3,2.5,2680,9750,1.0,1610,0,1979,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
169,1755700060,2014-06-11,371500.0,3,2.0,1370,8336,1.0,1370,0,1964,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
170,4330600435,2015-03-16,284000.0,3,1.75,1560,21000,1.0,1560,0,1954,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
171,9542800700,2015-01-02,272000.0,3,1.75,2160,7140,1.0,1670,0,1978,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
172,1999700045,2014-05-02,313000.0,3,1.5,1340,7912,1.5,1340,0,1955,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
173,1762600070,2015-01-16,917500.0,4,2.5,3880,35003,2.0,2570,0,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,1687900520,2014-09-29,673000.0,4,2.25,2590,8190,2.0,2590,0,1980,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
175,7234600798,2015-02-10,425000.0,3,2.5,1120,1100,2.0,820,0,2008,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
176,3881900445,2014-07-09,399950.0,5,2.75,1970,5400,1.0,1320,0,1986,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
177,2254502445,2014-05-30,385000.0,3,1.0,1220,4800,1.0,1220,0,1901,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
178,5437810320,2014-11-17,269950.0,3,1.5,1950,7560,1.0,1320,0,1975,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
179,9158100075,2015-01-07,330000.0,2,1.0,1350,8220,1.0,1060,0,1949,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
180,3830630310,2014-07-25,260000.0,3,2.5,1670,5797,2.0,1670,0,1988,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
181,8123100045,2015-04-14,470000.0,4,3.0,2380,5125,1.5,1680,0,1925,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
182,3127200041,2014-06-13,589000.0,4,3.0,2440,9600,2.0,2440,0,1961,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
183,6661200320,2014-07-23,163500.0,2,1.5,1050,3419,2.0,1050,0,1996,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
184,11510310,2014-09-05,835000.0,4,2.75,3130,13412,2.0,2140,0,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
185,825059270,2014-11-21,1100000.0,5,3.0,4090,12850,1.0,2090,0,1986,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
186,8731951370,2015-04-15,269000.0,4,1.75,1490,10000,1.0,1100,0,1969,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
